"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,0.468969667897368,0.234881949234147,0.316917309419216,0.556248867952848,8.68534626605291,0.140808959283795,0.0175749220287933,0.137334079538234,4.37268739534601,0.346001662777141,0.584709338694455,0.661232940840763,216.562564333434,24.0625071481593,0,0.0289800182019236,0.0316530573374939,0.0368926309323805,0.0458016671875517,0,0,0,0,21.4638117452518,0.0748022910581339,0.011650180316195
2,0.490502299620312,0.239004891409084,0.316864842260513,0.515010132339424,8.70721023384928,0.140401084887714,0.0155760555299323,0.139269818820429,4.1201186875326,0.35308338281067,0.556633742191548,0.656414356998277,198.347507660107,22.0386119622341,0,0.0252589946406265,0.0282467675405469,0.0325507781518142,0.0425376541182441,0,0,0,0,21.3948574377739,0.0747961108764835,0.014008683513463
3,0.578787415023357,0.231841784052684,0.298783244240594,0.441632994619415,8.73331652318383,0.139888377321643,0.0131684723028496,0.136752089419895,5.47460085486183,0.358465061641065,0.523447071496033,0.555379105365009,200.591383920941,22.2879315467712,0,0.021344583485842,0.0241036822993634,0.0278884888313333,0.0372914739021782,0,0,0,0,21.5023303274724,0.0750070878192723,0.018329602498637
4,0.704800267362261,0.220299289982244,0.280987755940441,0.349579646198792,8.77642830355401,0.138992099758302,0.0100499020638633,0.124027525078555,6.04814689815788,0.336887814846654,0.454201327402336,0.440357430931173,197.600882071704,21.9556535635227,0,0.0182120683824732,0.0234795036903095,0.0226203528498965,0.0350997020446119,0,0,0,0,21.4223907952175,0.0753441458872161,0.0191653618553837
5,1.08769591614766,0.228311309471322,0.269376641869766,0.285348423129388,8.76515356007232,0.135924586990394,0.0104973884325294,0.103794007999315,7.77098189813623,0.324655281564972,0.387334762028349,0.370934443457939,191.437223418714,21.2708026020793,0,0.0219199626195815,0.035264961258401,0.0238979063619117,0.0469167103072465,0,0,0,0,21.2449523836348,0.0755775207200037,0.0197117258648732
6,1.87196452297046,0.249024682885218,0.254015844325291,0.229322973908031,8.78975722757176,0.137655221680489,0.0173122770204073,0.0875608888022074,14.6605248675889,0.334731972282085,0.322166902532893,0.277431329245221,181.834880658466,20.2038756287185,0,0.0229280140428316,0.0373925763137993,0.0229067742336719,0.0457543467304536,0,0,0,0,21.0984988693439,0.0761082906075284,0.0170809659877646
7,2.50193574613952,0.27801370137993,0.306481893444554,0.189217900057308,8.91024529204877,0.143236729023436,0.0227374035915143,0.0739819337558056,9.99807749868109,0.353713652882289,0.451368698225156,0.316791317619339,167.857112804844,18.6507903116493,0,0.0238561876169685,0.0361127961289635,0.0253576967727891,0.0475517079268458,0,0,0,0,21.3305068924314,0.0764034247628383,0.0117557482666036
8,2.36446374174254,0.287743685831309,0.379966912857073,0.204442243875454,9.00483088330735,0.146728397030177,0.0268087723192881,0.0717579914382349,6.54438481190499,0.335155710545587,0.548122354874716,0.343211423844245,156.87918359364,17.4310203992934,0,0.0324869225840277,0.0422932814875369,0.0361078390894535,0.054697323298674,0,0,0,0,21.6495636597235,0.0757765905785246,0.0083968952729811
9,1.83000333893944,0.293211313346483,0.43088783365513,0.286862067606052,8.97675830308349,0.149705322992848,0.0309397268344215,0.0849506625359652,6.1941946794499,0.330641067362812,0.642216201012138,0.348556056861413,161.02049650425,17.89116627825,0,0.0305712502449751,0.0414721689940918,0.0366106642676251,0.0555310407209964,0,0,0,0,21.7092301475379,0.0751909381612343,0.0070447523780168
10,1.13677311602037,0.285499444120687,0.468853298580055,0.406056098818231,8.81509725660465,0.15109998734072,0.0292971104103095,0.105725605701728,5.44673343576491,0.327124761160262,0.682829621234242,0.392126110227932,164.916403033019,18.3240447814465,0,0.0250768695404315,0.0350437974686035,0.0325639888833058,0.0506484636410315,0,0,0,0,21.6920880846898,0.0750293707237394,0.00721792794823183
11,0.56524664789548,0.257885384802111,0.40289397464674,0.537990285832301,8.8231706547851,0.144365859800194,0.0201756183704559,0.124831822896858,4.82559888411897,0.317708369459647,0.579454767872109,0.509308485424084,184.717911257848,20.5242123619831,0,0.0195470767184382,0.0259821501649207,0.0264749321199599,0.0398627049954874,0,0,0,0,21.8057235366538,0.0747846925149408,0.00802980782342129
12,0.495165958469019,0.234317486440834,0.332276606174227,0.572769370180041,8.78282084350397,0.140753569448677,0.0173472076181128,0.132060633273636,5.12410287913347,0.341802080773715,0.567633660188472,0.62696340276652,211.965102452079,23.551678050231,0,0.0252625357771661,0.0300609259887637,0.0328006171342415,0.045113791046398,0,0,0,0,21.5789150569442,0.0749284724977332,0.0102603607988751
